Chr,Start,End,Center,Experiment Insertions,Background insertions,Reference Insertions,pvalue Reference,pvalue Background,Fraction Experiment,TPH Experiment,Fraction background,TPH background,TPH background subtracted,pvalue_adj Reference,Nearest Refseq1,Gene Name1,Direction1,Distance1,Nearest Refseq2,Gene Name2,Direction2,Distance2
chr10,9069031,9070200,9069504.0,28,35,13,5.065966091066798e-09,0.001695742679436285,2.74412145481559e-05,2744.12145481559,2.605331699666294e-05,2605.3316996662943,138.78975514929562,2.5222889242240034e-05,NR_120635,LOC101928272,-,127166,NR_131944,LOC105755953,+,-154436
chr10,9188222,9189489,9188749.0,57,77,9,0.0,7.079318353198083e-06,5.5862472473031654e-05,5586.247247303166,5.731729739265847e-05,5731.7297392658475,-145.4824919626817,0.0,NR_120635,LOC101928272,-,7877,NR_108039,LINC00709,+,86124
chr10,21183410,21184721,21184316.5,32,18,12,3.1030733538273125e-13,0.0006419262598653663,3.136138805503532e-05,3136.138805503532,1.3398848741140941e-05,1339.8848741140941,1796.2539313894376,3.920023734809719e-09,NR_046283,NEBL-AS1,+,-8488,NM_213569,NEBL,-,-9224
chr10,21870675,21871263,21871031.0,21,6,6,1.0336001676769513e-07,6.045916265629003e-05,2.0580910911116924e-05,2058.0910911116925,4.466282913713647e-06,446.62829137136475,1611.4627997403277,0.0003695426893834412,NM_022365,DNAJC1,-,0,NM_001324297,MLLT10,+,-127046
chr10,28254628,28257562,28256779.0,28,6,20,8.023526287814775e-11,9.471489992307625e-08,2.74412145481559e-05,2744.12145481559,4.466282913713647e-06,446.62829137136475,2297.493163444225,6.110288940671826e-07,NM_001318170,MPP7,-,0,NR_107053,MIR8086,-,31696
chr10,29159877,29160538,29160120.0,31,18,5,4.856115509710435e-13,0.001083775016114008,3.0381344678315463e-05,3038.1344678315463,1.3398848741140941e-05,1339.8848741140941,1698.2495937174522,5.880905582060764e-09,NM_032517,LYZL1,+,128523,NR_110920,SVIL-AS1,+,248996
chr10,29164046,29164759,29164439.5,24,11,5,4.193521196960148e-09,0.0007177745206191632,2.3521041041276488e-05,2352.1041041276485,8.188185341808353e-06,818.8185341808353,1533.2855699468132,2.1408503898031695e-05,NM_032517,LYZL1,+,124302,NR_110920,SVIL-AS1,+,244775
chr10,30170785,30173225,30171158.0,35,10,15,9.992007221626409e-15,1.0602631299594378e-06,3.4301518185194876e-05,3430.1518185194877,7.443804856189412e-06,744.3804856189412,2685.7713329005464,1.6591583776973432e-10,NR_120653,LOC101929279,+,38627,NM_001350022,JCAD,-,-55292
chr10,30681852,30683040,30682367.0,25,12,11,1.4445702412047012e-09,0.0006138988825689085,2.450108441799634e-05,2450.108441799634,8.932565827427295e-06,893.2565827427295,1556.8518590569045,8.2654614386196e-06,NR_036438,SVILP1,+,9234,NR_134497,LOC105376480,+,40179
chr10,43337178,43337646,43337413.0,27,13,5,5.038092165676744e-11,0.0017904253465592657,2.6461171171436047e-05,2646.117117143605,9.676946313046236e-06,967.6946313046236,1678.4224858389812,4.0472363823355245e-07,NM_001184963,FXYD4,+,33998,NM_001098207,HNRNPF,-,47971
chr10,43355350,43356550,43356347.0,23,9,5,7.604395890759008e-09,0.0008372008762310701,2.2540997664556634e-05,2254.0997664556635,6.699424370570471e-06,669.9424370570471,1584.1573293986164,3.63167474268397e-05,NM_001184963,FXYD4,+,15094,NM_001098207,HNRNPF,-,29067
chr10,44172525,44173668,44173330.0,26,16,12,4.299129940932289e-10,0.006982489692778482,2.5481127794716194e-05,2548.1127794716194,1.191008776990306e-05,1191.008776990306,1357.1040024813135,2.764265038359821e-06,NM_001258000,C10orf142,+,119082,NR_136147,LINC00841,+,-191261
chr10,50172822,50173633,50173311.0,26,3,9,3.6444280926417605e-10,3.3040588776067636e-07,2.5481127794716194e-05,2548.1127794716194,2.2331414568568237e-06,223.31414568568238,2324.798633785937,2.3910283667630948e-06,NM_001143974,ASAH2,-,13607,NM_001291398,WASHC2A,+,-39314
chr10,50471642,50472554,50472271.0,21,9,9,1.2477020316925547e-07,0.00698185085684111,2.0580910911116924e-05,2058.0910911116925,6.699424370570471e-06,669.9424370570471,1388.1486540546455,0.00043782951614123716,NM_147156,SGMS1,-,0,NR_126411,SGMS1-AS1,+,152397
chr10,52435487,52436425,52435824.0,30,26,12,3.863021014183232e-12,0.0006049961168766993,2.940130130159561e-05,2940.130130159561,1.9353892626092473e-05,1935.3892626092472,1004.7408675503136,3.988497384574052e-08,NR_120641,LINC01468,-,14452,NM_012242,DKK1,+,-117831
chr10,62381412,62382405,62382038.0,27,4,6,7.262590528966939e-11,5.860474994179299e-09,2.6461171171436047e-05,2646.117117143605,2.977521942475765e-06,297.7521942475765,2348.3649228960285,5.623867283596976e-07,NM_014951,ZNF365,+,0,NR_104162,LOC283045,-,-6286
chr10,68525653,68526112,68525879.0,21,11,5,4.610851156439111e-08,0.00048744724263283246,2.0580910911116924e-05,2058.0910911116925,8.188185341808353e-06,818.8185341808353,1239.2725569308573,0.00017887692911338493,NM_001324314,SLC25A16,-,0,NR_136737,SLC25A16,-,-7436
chr10,73591376,73592872,73591983.0,24,13,19,2.1129144878173634e-08,0.0013039836005338534,2.3521041041276488e-05,2352.1041041276485,9.676946313046236e-06,967.6946313046236,1384.4094728230248,8.83950672988904e-05,NM_001350995,USP54,-,0,NM_001320437,USP54,-,-27
chr10,73893290,73894409,73893541.0,21,3,5,6.695500065490023e-08,2.564147934869254e-06,2.0580910911116924e-05,2058.0910911116925,2.2331414568568237e-06,223.31414568568238,1834.7769454260101,0.00024839536460586974,NM_001001791,C10orf55,-,15560,NM_001319191,PLAU,+,16692
chr10,74821746,74823209,74822007.0,26,14,9,4.768372363628259e-10,0.0005164862623954214,2.5481127794716194e-05,2548.1127794716194,1.0421326798665176e-05,1042.1326798665177,1505.9800996051017,3.029695890847137e-06,NM_001256469,KAT6B,+,3204,NR_134476,LOC101929165,+,89577
chr10,80924809,80925549,80925346.0,20,7,4,1.4152842109371733e-07,1.8831406716768306e-05,1.960086753439707e-05,1960.0867534397073,5.210663399332588e-06,521.0663399332589,1439.0204135064484,0.000487605825735698,NM_207372,SH2D4B,+,-278250,NR_120661,LOC101929574,-,-388868
chr10,84401185,84402337,84401761.0,28,5,13,2.107325425271256e-11,2.9871315070373328e-06,2.74412145481559e-05,2744.12145481559,3.721902428094706e-06,372.1902428094706,2371.9312120061195,1.8054297606633398e-07,NM_001284240,CCSER2,+,0,NM_001284243,CCSER2,+,22602
chr10,87007415,87008839,87008619.0,44,35,7,0.0,0.005568018727098445,4.312190857567356e-05,4312.190857567356,2.605331699666294e-05,2605.3316996662943,1706.8591579010617,0.0,NM_133447,AGAP11,+,0,NM_001146157,FAM25A,+,11450
chr10,91556137,91557387,91556929.0,26,21,11,2.6721658219486244e-10,0.007669344370234699,2.5481127794716194e-05,2548.1127794716194,1.5631990197997764e-05,1563.1990197997766,984.9137596718429,1.8046037721609278e-06,NR_024467,HECTD2-AS1,-,0,NM_001348365,HECTD2,+,-41310
chr10,93548196,93549182,93548943.0,32,26,8,8.393286066166183e-14,0.003936836918775555,3.136138805503532e-05,3136.138805503532,1.9353892626092473e-05,1935.3892626092472,1200.7495428942846,1.1858616194278907e-09,NM_001195755,FFAR4,+,17483,NM_001127182,CEP55,+,-19105
chr10,96863482,96863990,96863692.0,25,8,3,2.9173818916206073e-10,1.6802713950880843e-05,2.450108441799634e-05,2450.108441799634,5.95504388495153e-06,595.504388495153,1854.604053304481,1.949768634339608e-06,NM_001170765,LCOR,+,0,NR_135921,LOC102723665,-,-31025
chr10,97408362,97408765,97408562.0,21,7,2,3.846976770471855e-08,0.0003768406027293558,2.0580910911116924e-05,2058.0910911116925,5.210663399332588e-06,521.0663399332589,1537.0247511784337,0.00015242838676193538,NM_001145114,RRP12,-,-6993,NM_002629,PGAM1,+,17360
chr10,103168083,103169532,103168695.0,90,81,21,0.0,9.721209899282712e-06,8.820390390478683e-05,8820.390390478682,6.029481933513424e-05,6029.481933513423,2790.9084569652587,0.0,NM_001351169,NT5C2,-,0,NM_001351191,NT5C2,-,-14263
chr10,115664074,115665482,115664902.0,67,140,20,0.0,0.0019375501872970213,6.566290624023019e-05,6566.2906240230195,0.00010421326798665176,10421.326798665177,-3855.0361746421577,0.0,NM_207303,ATRNL1,+,0,NM_001348099,GFRA1,-,391449
chr10,116142513,116143591,116143332.0,26,23,14,9.236557074743246e-10,9.304706473189928e-05,2.5481127794716194e-05,2548.1127794716194,1.7120751169235648e-05,1712.0751169235648,836.0376625480546,5.551139783632007e-06,NM_001348099,GFRA1,-,0,NR_145811,SNORD158,-,51141
chr10,117005755,117007221,117006838.0,21,9,10,7.887063835365637e-08,0.0004704658354531821,2.0580910911116924e-05,2058.0910911116925,6.699424370570471e-06,669.9424370570471,1388.1486540546455,0.00028740871028896394,NM_001258300,SHTN1,-,0,NM_018330,SHTN1,-,-179
chr10,128006911,128007598,128007309.0,20,3,6,1.1752507389495293e-07,6.726746661467331e-06,1.960086753439707e-05,1960.0867534397073,2.2331414568568237e-06,223.31414568568238,1736.7726077540249,0.0004142105651979381,NM_001316676,PTPRE,+,0,NM_001323357,PTPRE,+,39951
chr11,9565410,9566740,9566333.0,26,15,11,3.7974368094495503e-10,0.0008786750164250234,2.5481127794716194e-05,2548.1127794716194,1.1165707284284118e-05,1116.5707284284117,1431.5420510432077,2.4762839446610996e-06,NM_003390,WEE1,+,6941,NM_001143976,WEE1,+,7947
chr11,10391831,10392361,10392061.0,25,14,6,4.417227694730741e-10,0.004638640982126074,2.450108441799634e-05,2450.108441799634,1.0421326798665176e-05,1042.1326798665177,1407.9757619331162,2.8316015274634946e-06,NR_103765,CAND1.11,+,0,NM_001172431,AMPD3,+,57960
chr11,10742716,10743684,10742916.0,23,8,10,8.262926898261469e-09,0.00017914513676686727,2.2540997664556634e-05,2254.0997664556635,5.95504388495153e-06,595.504388495153,1658.5953779605106,3.902890536700791e-05,NM_014633,CTR9,+,7303,NM_001100163,MRVI1,-,-48729
chr11,17238253,17239566,17238784.0,46,25,11,0.0,0.0010670052225616455,4.508199532911327e-05,4508.199532911327,1.860951214047353e-05,1860.951214047353,2647.248318863974,0.0,NM_001321380,PIK3C2A,-,-30258,NM_001352663,NUCB2,+,37148
chr11,24446070,24446529,24446296.0,30,14,3,2.682298827494378e-13,3.3339958772637956e-05,2.940130130159561e-05,2940.130130159561,1.0421326798665176e-05,1042.1326798665177,1897.9974502930431,3.4453205919026215e-09,NM_001252008,LUZP2,+,50441,NR_107021,MIR8054,-,-1026881
chr11,30521358,30522749,30522058.0,33,30,17,3.652633751016765e-14,0.009648458188576736,3.234143143175517e-05,3234.143143175517,2.2331414568568236e-05,2233.1414568568234,1001.0016863186934,5.324154983152872e-10,NM_001145399,MPPED2,-,0,NM_152316,ARL14EP,+,-183136
chr11,38970925,38972466,38972125.0,32,9,18,2.0194956817931597e-13,8.356943581588894e-09,3.136138805503532e-05,3136.138805503532,6.699424370570471e-06,669.9424370570471,2466.1963684464845,2.644506609178431e-09,NR_120553,LINC01493,+,-315677,NR_120555,LOC103312105,-,-324570
chr11,46947290,46948219,46947645.0,24,10,9,5.8077184172944385e-09,0.004727425538530672,2.3521041041276488e-05,2352.1041041276485,7.443804856189412e-06,744.3804856189412,1607.7236185087072,2.8562820247029165e-05,NM_024113,C11orf49,+,0,NM_002334,LRP4,-,-28669
chr11,47946502,47947262,47946973.0,26,9,7,1.9317492050419105e-10,7.083308664135313e-05,2.5481127794716194e-05,2548.1127794716194,6.699424370570471e-06,669.9424370570471,1878.1703424145724,1.349853546131913e-06,NM_001098503,PTPRJ,+,33296,NM_015231,NUP160,-,-97959
chr11,61655531,61656061,61655761.0,23,3,5,1.3619251060248416e-08,3.7893815936662634e-05,2.2540997664556634e-05,2254.0997664556635,2.2331414568568237e-06,223.31414568568238,2030.785620769981,5.969015707336429e-05,NR_002775,RPLP0P2,+,-16083,NM_006133,DAGLA,+,24372
chr11,63528493,63528952,63528723.0,34,6,4,1.887379141862766e-15,1.3134958676275232e-09,3.332147480847502e-05,3332.1474808475023,4.466282913713647e-06,446.62829137136475,2885.5191894761374,3.5143894217378535e-11,NM_004585,RARRES3,+,7849,NM_001142536,LGALS12,+,-11720
chr11,63530836,63531295,63531066.0,23,3,4,5.412635672996657e-09,7.174536487131178e-07,2.2540997664556634e-05,2254.0997664556635,2.2331414568568237e-06,223.31414568568238,2030.785620769981,2.670130264030995e-05,NM_004585,RARRES3,+,5506,NM_001142536,LGALS12,+,-14063
chr11,66124359,66125316,66124772.0,28,4,8,1.0287637408623596e-10,2.1520475734781996e-08,2.74412145481559e-05,2744.12145481559,2.977521942475765e-06,297.7521942475765,2446.3692605680135,7.635944346813445e-07,NM_018026,PACS1,+,0,NM_006842,SF3B2,+,-55449
chr11,72164287,72164817,72164584.0,29,10,4,2.2746249328520207e-12,0.00010875343886906919,2.8421257924875754e-05,2842.1257924875754,7.443804856189412e-06,744.3804856189412,2097.745306868634,2.4754543346092546e-08,NM_000804,FOLR3,+,-24396,NM_016724,FOLR1,+,24741
chr11,73034536,73035328,73034845.0,22,10,8,4.392645769346615e-08,0.0034217890910140936,2.156095428783678e-05,2156.095428783678,7.443804856189412e-06,744.3804856189412,1411.7149431647367,0.0001717259017951282,NM_014824,FCHSD2,-,0,NR_039664,MIR4459,+,-140815
chr11,76771979,76773042,76772839.0,23,13,6,6.688047338165859e-09,0.008010863723738826,2.2540997664556634e-05,2254.0997664556635,9.676946313046236e-06,967.6946313046236,1286.4051351510398,3.254454348704212e-05,NM_001258210,TSKU,+,9271,NR_120561,LOC101928837,-,9539
chr11,78150627,78151476,78151052.0,27,12,6,4.534128628108647e-11,0.0001754317862086019,2.6461171171436047e-05,2646.117117143605,8.932565827427295e-06,893.2565827427295,1752.8605344008754,3.697716198260447e-07,NR_102280,KCTD21-AS1,+,0,NM_001007027,ALG8,-,-10975
chr11,78155805,78156572,78156229.0,31,20,7,2.5501822875639846e-13,0.003076976366964801,3.0381344678315463e-05,3038.1344678315463,1.4887609712378825e-05,1488.7609712378824,1549.373496593664,3.2992005263397357e-09,NR_102280,KCTD21-AS1,+,0,NM_001029859,KCTD21,-,14672
chr11,79059746,79060989,79060321.0,45,31,6,0.0,0.0007864148970180285,4.4101951952393415e-05,4410.195195239341,2.3075795054187178e-05,2307.579505418718,2102.615689820623,0.0,NM_001098816,TENM4,-,0,NR_030598,MIR708,-,341033
chr11,80719085,80720476,80719833.0,32,9,20,3.1193936322893023e-12,5.471059250083954e-08,3.136138805503532e-05,3136.138805503532,6.699424370570471e-06,669.9424370570471,2466.1963684464845,3.2838672294856485e-08,NR_120570,LOC101928944,-,30725,NR_120571,MIR4300HG,-,1159375
chr11,85029457,85030398,85030134.0,32,19,11,1.3278267374516872e-13,3.1807068020750506e-05,3.136138805503532e-05,3136.138805503532,1.4143229226759883e-05,1414.3229226759884,1721.8158828275434,1.7972201840655854e-09,NM_001142699,DLG2,-,0,NM_001300983,DLG2,-,-106037
chr11,86705662,86706446,86706147.5,34,12,6,4.9960036108132044e-15,2.6972190181329125e-07,3.332147480847502e-05,3332.1474808475023,8.932565827427295e-06,893.2565827427295,2438.8908981047725,8.560551204076718e-11,NM_001351934,ME3,-,-33027,NM_006680,ME3,-,-33278
chr11,95320231,95320690,95320461.0,22,13,5,1.0587632215397491e-08,0.0032827656649928594,2.156095428783678e-05,2156.095428783678,9.676946313046236e-06,967.6946313046236,1188.4007974790543,4.83093262549759e-05,NR_110295,LOC100129203,+,-85828,NM_001271594,SESN3,-,-87691
chr11,101033439,101034888,101034141.0,34,22,18,2.5646151868841116e-14,4.170497512978599e-05,3.332147480847502e-05,3332.1474808475023,1.6376370683616706e-05,1637.6370683616706,1694.5104124858317,3.842559355975646e-10,NM_001271162,PGR,-,0,NM_032021,TMEM133,+,-39505
chr11,101695047,101695506,101695273.0,20,10,4,1.3966301293244499e-07,0.0023747777837698214,1.960086753439707e-05,1960.0867534397073,7.443804856189412e-06,744.3804856189412,1215.7062678207662,0.0004827278212508886,NM_004621,TRPC6,-,-111120,NR_037485,MIR3920,-,-175143
chr11,110362482,110363626,110363423.0,28,18,11,2.002609189588611e-11,0.0034225696098207914,2.74412145481559e-05,2744.12145481559,1.3398848741140941e-05,1339.8848741140941,1404.2365807014958,1.7202904245354014e-07,NR_135100,LOC105369486,+,0,NM_001260493,RDX,-,-65771
chr11,118544546,118545881,118545678.0,24,7,11,1.051471631985379e-08,7.693772750172467e-05,2.3521041041276488e-05,2352.1041041276485,5.210663399332588e-06,521.0663399332589,1831.0377641943896,4.8112922300043246e-05,NM_001144037,TMEM25,+,0,NM_001144034,TMEM25,+,-8712
chr11,118729728,118730196,118729958.0,29,17,5,4.084177440688563e-12,0.004060544238233432,2.8421257924875754e-05,2842.1257924875754,1.2654468255522001e-05,1265.4468255522002,1576.6789669353752,4.1766769286166913e-08,NM_001257191,DDX6,-,17568,NM_001301065,TREH,-,-50057
chr11,129966160,129966839,129966519.0,30,3,7,6.000755448098971e-13,2.0695845037721483e-10,2.940130130159561e-05,2940.130130159561,2.2331414568568237e-06,223.31414568568238,2716.8159844738784,7.212867745033595e-09,NM_020228,PRDM10,-,0,NM_199438,PRDM10,-,-18539
chr12,6363495,6364522,6364283.0,22,3,4,1.9751961732872303e-08,1.6764833217219888e-06,2.156095428783678e-05,2156.095428783678,2.2331414568568237e-06,223.31414568568238,1932.7812830979956,8.328249203206065e-05,NM_001159576,SCNN1A,-,0,NM_001270987,LTBR,+,10846
chr12,7919993,7920956,7920461.0,25,11,14,1.915111180750273e-09,0.0006903360494229238,2.450108441799634e-05,2450.108441799634,8.188185341808353e-06,818.8185341808353,1631.2899076187987,1.0535705101910862e-05,NM_006931,SLC2A3,-,0,NM_001286237,SLC2A14,-,-28798
chr12,9131816,9132578,9132256.0,21,0,6,5.035484318405281e-08,2.509951201323801e-07,2.0580910911116924e-05,2058.0910911116925,0.0,0.0,2058.0910911116925,0.0001926486594444217,NM_001347424,A2M,-,-15588,NM_002864,PZP,-,16262
chr12,9953763,9954222,9953989.0,21,13,4,3.9543763596938675e-08,0.006261208521366579,2.0580910911116924e-05,2058.0910911116925,9.676946313046236e-06,967.6946313046236,1090.3964598070688,0.0001562993699544658,NM_001207010,CLEC12A,+,0,NR_135047,CLEC12A-AS1,-,-427
chr12,12538422,12539691,12539004.0,25,13,14,1.2042057684347185e-08,8.811942768771619e-05,2.450108441799634e-05,2450.108441799634,9.676946313046236e-06,967.6946313046236,1482.4138104950102,5.395213655773342e-05,NM_030640,DUSP16,-,0,NM_001300742,BORCS5,+,-67202
chr12,12883188,12884213,12883388.0,22,12,3,2.110200048033306e-08,0.0006661676303845177,2.156095428783678e-05,2156.095428783678,8.932565827427295e-06,893.2565827427295,1262.8388460409485,8.83950672988904e-05,NM_003979,GPRC5A,+,6809,NR_003932,RPL13AP20,+,-7053
chr12,14819906,14820876,14820291.0,56,57,16,0.0,9.483262429244022e-05,5.48824290963118e-05,5488.24290963118,4.242968768027965e-05,4242.968768027965,1245.274141603215,0.0,NM_175874,C12orf60,+,0,NM_001013698,SMCO3,-,-5725
chr12,14832895,14834053,14833747.0,23,12,10,3.5125677477765294e-08,0.00010071870045758047,2.2540997664556634e-05,2254.0997664556635,8.932565827427295e-06,893.2565827427295,1360.843183712934,0.00014073609469848186,NM_021071,ART4,-,0,NM_175874,C12orf60,+,-9039
chr12,15216025,15217216,15216716.0,31,30,14,3.1108449149996886e-12,0.0022379384584123585,3.0381344678315463e-05,3038.1344678315463,2.2331414568568236e-05,2233.1414568568234,804.9930109747229,3.2838672294856485e-08,NM_001190726,RERG,-,0,NR_046559,RERG-AS1,+,-60745
chr12,18595127,18595924,18595721.0,23,5,14,9.343278373208364e-09,1.1439973879312504e-05,2.2540997664556634e-05,2254.0997664556635,3.721902428094706e-06,372.1902428094706,1881.9095236461928,4.368344708462667e-05,NM_001288774,PIK3C2G,+,0,NM_033123,PLCZ1,-,87252
chr12,21725672,21726653,21726237.0,39,29,10,0.0,1.3854400217394591e-05,3.822169169207429e-05,3822.169169207429,2.1587034082949294e-05,2158.7034082949294,1663.4657609124997,0.0,NM_004982,KCNJ8,-,38302,NM_001315537,LDHB,-,-67818
chr12,29932576,29933044,29932806.0,28,4,7,5.951239501200689e-12,1.705426933007459e-08,2.74412145481559e-05,2744.12145481559,2.977521942475765e-06,297.7521942475765,2446.3692605680135,5.7105444149840344e-08,NM_175861,TMTC1,-,-147818,NM_001193451,TMTC1,-,-148767
chr12,31658680,31659834,31659394.0,21,13,10,1.2754002143289256e-07,0.00745816261426091,2.0580910911116924e-05,2058.0910911116925,9.676946313046236e-06,967.6946313046236,1090.3964598070688,0.0004465761170898663,NM_001135864,ETFBKMT,+,0,NR_103523,AMN1,-,11303
chr12,32099424,32100381,32099721.0,25,13,5,6.439626609733295e-10,0.0036632864978164426,2.450108441799634e-05,2450.108441799634,9.676946313046236e-06,967.6946313046236,1482.4138104950102,4.020201484932456e-06,NM_001003398,BICD1,+,6870,NM_018169,KIAA1551,+,-106318
chr12,32182707,32183840,32183606.5,28,9,7,2.2209456496113944e-11,2.179027877757811e-05,2.74412145481559e-05,2744.12145481559,6.699424370570471e-06,669.9424370570471,2074.1790177585426,1.8927051589445683e-07,NM_001003398,BICD1,+,0,NM_018169,KIAA1551,+,-189601
