"Chr","Start","End","Center","Experiment.Insertions","Background.insertions","Reference.Insertions","pvalue.Reference","pvalue.Background","Fraction.Experiment","TPH.Experiment","Fraction.background","TPH.background","TPH.background.subtracted","pvalue_adj.Reference","Nearest.Refseq1","Gene.Name1","Direction1","Distance1","Nearest.Refseq2","Gene.Name2","Direction2","Distance2"
"chr6",142374574,142375693,142375145,43,24,17,0,2.60936261187172e-06,4.21418651989537e-05,4214.18651989537,1.78651316548546e-05,1786.51316548546,2427.67335440991,0,"NM_001032395","ADGRG6","+",0,"NR_027311","LOC153910","-",150762
"chr7",17408194,17409125,17408663,39,21,15,0,3.67706489451392e-05,3.82216916920743e-05,3822.16916920743,1.56319901979978e-05,1563.19901979978,2258.97014940765,0,"NR_110014","KCCAT333","+",0,"NR_110013","LOC101927630","-",54320
"chr7",80883317,80884658,80883799,47,43,15,0,8.40000272409602e-05,4.60620387058331e-05,4606.20387058331,3.20083608816145e-05,3200.83608816145,1405.36778242186,0,"NM_001350121","SEMA3C","-",0,"NM_001001548","CD36","+",-204041
"chr7",108201220,108202296,108201919,45,35,11,0,1.58563361359887e-05,4.41019519523934e-05,4410.19519523934,2.60533169966629e-05,2605.33169966629,1804.86349557305,0,"NM_001193582","NRCAM","-",0,"NM_007356","LAMB4","-",-70865
"chr7",143824435,143825263,143824783,61,44,9,0,0.000187800548842709,5.97826459799111e-05,5978.26459799111,3.27527413672334e-05,3275.27413672334,2702.99046126777,0,"NR_015421","LOC154761","-",0,"NR_110549","TCAF2P1","+",-9047
"chr8",58077692,58079983,58079269,41,13,23,0,3.425019823311e-08,4.0181778445514e-05,4018.1778445514,9.67694631304624e-06,967.694631304624,3050.48321324678,0,"NM_147189","FAM110B","+",0,"NR_130934","LINC01602","+",-93567
"chr8",66713241,66714777,66714071,66,46,12,0,2.3374116531194e-08,6.46828628635103e-05,6468.28628635103,3.42415023384713e-05,3424.15023384713,3044.1360525039,0,"NM_001204173","C8orf44-SGK3","+",0,"NM_019607","C8orf44","+",-32100
"chr8",90691648,90693186,90692342.5,90,106,21,0,1.10708600398191e-07,8.82039039047868e-05,8820.39039047868,7.89043314756078e-05,7890.43314756078,929.957242917905,0,"NM_001008495","TMEM64","-",-45744,"NR_104062","LINC01030","-",-85586
"chr8",90887704,90888715,90888267,42,32,9,0,2.76432499446422e-07,4.11618218222338e-05,4116.18218222339,2.38201755398061e-05,2382.01755398061,1734.16462824277,0,"NM_022351","NECAB1","+",0,"NM_001190972","C8orf88","-",69763
"chr8",99904498,99905850,99905300,55,25,11,0,1.95209515219119e-10,5.39023857195919e-05,5390.23857195919,1.86095121404735e-05,1860.95121404735,3529.28735791184,0,"NM_004374","COX6C","-",-10485,"NM_017890","VPS13B","+",-26913
"chr8",101466044,101467520,101467148,54,44,15,0,0.000163673999934999,5.29223423428721e-05,5292.23423428721,3.27527413672334e-05,3275.27413672334,2016.96009756387,0,"NM_001330593","GRHL2","+",24919,"NM_024915","GRHL2","+",24920
"chr8",115194289,115195232,115194685.5,40,27,20,0,1.73900838917884e-06,3.92017350687941e-05,3920.17350687941,2.00982731117114e-05,2009.82731117114,1910.34619570827,0,"NM_001282902","TRPS1","-",213264,"NR_046215","LINC00536","-",755279
"chr8",115838280,115839566,115838506,51,37,13,0,1.50575384338936e-06,4.99822122127125e-05,4998.22122127125,2.75420779679008e-05,2754.20779679008,2244.01342448117,0,"NR_046215","LINC00536","-",110945,"NM_014112","TRPS1","-",-169253
"chr8",123563440,123564365,123563806,46,6,9,0,7.21644966006352e-14,4.50819953291133e-05,4508.19953291133,4.46628291371365e-06,446.628291371365,4061.57124153996,0,"NM_001242463","FBXO32","-",-22188,"NM_148177","FBXO32","-",-31298
"chr9",4865408,4866706,4866399,51,35,14,0,8.3890934130193e-05,4.99822122127125e-05,4998.22122127125,2.60533169966629e-05,2605.33169966629,2392.88952160496,0,"NM_001286700","RCL1","+",-4332,"NR_029836","MIR101-2","+",-15034
"chr9",13082843,13084294,13083628,39,30,15,0,0.00028769485832203,3.82216916920743e-05,3822.16916920743,2.23314145685682e-05,2233.14145685682,1589.02771235061,0,"NM_001261406","MPDZ","-",21410,"NR_132976","SNORD137","-",-110211
"chr9",42268532,42269181,42268903,40,24,8,0,3.77440930476869e-05,3.92017350687941e-05,3920.17350687941,1.78651316548546e-05,1786.51316548546,2133.66034139396,0,"NR_126166","FAM74A7","+",-62517,"NM_001145196","SPATA31A6","+",-78646
"chr9",76304444,76307374,76305841,45,0,40,0,0,4.41019519523934e-05,4410.19519523934,0,0,4410.19519523934,0,"NM_001190482","PCSK5","+",0,"NM_018339","RFK","-",78143
"chr9",77588600,77589959,77589280,50,29,6,0,3.30388092462108e-06,4.90021688359927e-05,4900.21688359927,2.15870340829493e-05,2158.70340829493,2741.51347530434,0,"NM_004297","GNA14","-",0,"NR_121184","GNA14-AS1","+",-61839
"chr9",88529776,88530543,88530192.5,72,50,7,0,2.93222652157921e-05,7.05631231238295e-05,7056.31231238295,3.72190242809471e-05,3721.90242809471,3334.40988428824,0,"NM_001161625","NXNL2","+",4558,"NM_006717","SPIN1","+",-51070
"chr9",94991085,94993630,94992221,46,36,13,0,0.0014440832954018,4.50819953291133e-05,4508.19953291133,2.67976974822819e-05,2679.76974822819,1828.42978468314,0,"NM_032823","C9orf3","+",0,"NR_147613","LOC101928119","-",-45532
"chr9",108478587,108479603,108479166,41,17,10,0,4.86420759004957e-07,4.0181778445514e-05,4018.1778445514,1.2654468255522e-05,1265.4468255522,2752.7310189992,0,"NM_006686","ACTL7B","-",374986,"NM_006687","ACTL7A","+",382625
"chr15",50854382,50854838,50854582,36,16,3,1.11022302462516e-16,1.11861648315337e-05,3.52815615619147e-05,3528.15615619147,1.19100877699031e-05,1191.00877699031,2337.14737920117,2.48361670735559e-12,"NM_001252127","AP4E1","+",53834,"NM_032802","SPPL2A","-",-88670
"chr17",61554911,61555998,61555550,55,43,13,1.11022302462516e-16,0.000307667744665063,5.39023857195919e-05,5390.23857195919,3.20083608816145e-05,3200.83608816145,2189.40248379775,2.48361670735559e-12,"NM_199290","NACA2","-",34435,"NM_001321120","TBX4","+",-69802
"chr20",51446902,51447942,51447447,39,21,6,1.11022302462516e-16,0.000578621308328198,3.82216916920743e-05,3822.16916920743,1.56319901979978e-05,1563.19901979978,2258.97014940765,2.48361670735559e-12,"NM_001258296","NFATC2","-",0,"NR_036162","MIR3194","-",4963
"chr3",13513391,13514756,13513660,37,20,6,1.11022302462516e-16,0.000287996937283874,3.62616049386346e-05,3626.16049386346,1.48876097123788e-05,1488.76097123788,2137.39952262558,2.48361670735559e-12,"NM_024827","HDAC11","+",-6968,"NM_001330636","HDAC11","+",-6974
"chr3",64490992,64491613,64491410,41,10,7,1.11022302462516e-16,4.43568515251513e-11,4.0181778445514e-05,4018.1778445514,7.44380485618941e-06,744.380485618941,3273.79735893246,2.48361670735559e-12,"NM_001318781","ADAMTS9","-",24042,"NR_110151","ADAMTS9-AS1","+",69733
"chr6",52922656,52923115,52922882,36,17,4,1.11022302462516e-16,2.1939093037493e-05,3.52815615619147e-05,3528.15615619147,1.2654468255522e-05,1265.4468255522,2262.70933063927,2.48361670735559e-12,"NM_000847","GSTA3","-",-12959,"NM_001512","GSTA4","-",54833
"chr6",67086101,67087703,67086972,37,19,16,1.11022302462516e-16,7.83721125374726e-06,3.62616049386346e-05,3626.16049386346,1.41432292267599e-05,1414.32292267599,2211.83757118747,2.48361670735559e-12,"NR_125869","LOC102723883","+",967648,"NR_125854","LINC02549","-",1139267
"chr6",111600103,111601219,111600805,38,17,15,1.11022302462516e-16,2.09626499458881e-06,3.72416483153544e-05,3724.16483153544,1.2654468255522e-05,1265.4468255522,2458.71800598324,2.48361670735559e-12,"NR_034108","TRAF3IP2-AS1","+",0,"NR_034110","TRAF3IP2-AS1","+",-21924
"chr8",9099844,9101171,9100346,37,12,15,1.11022302462516e-16,9.02477850228678e-08,3.62616049386346e-05,3626.16049386346,8.93256582742729e-06,893.25658274273,2732.90391112073,2.48361670735559e-12,"NM_024607","PPP1R3B","-",35083,"NR_145772","SNORD3I","-",-41215
"chr6",125583779,125585183,125584946,37,19,8,2.22044604925031e-16,3.23706887228603e-06,3.62616049386346e-05,3626.16049386346,1.41432292267599e-05,1414.32292267599,2211.83757118747,4.93297663254076e-12,"NR_038906","LINC02523","+",89170,"NM_012259","HEY2","+",164403
"chr1",215487786,215490832,215489122,39,25,29,3.33066907387547e-16,0.000294129704588419,3.82216916920743e-05,3822.16916920743,1.86095121404735e-05,1860.95121404735,1961.21795516008,7.20082159448064e-12,"NM_001319294","KCTD3","+",76547,"NM_206933","USH2A","-",132062
"chr5",137890098,137891347,137891124,36,9,12,3.33066907387547e-16,2.93831946551748e-08,3.52815615619147e-05,3528.15615619147,6.69942437057047e-06,669.942437057047,2858.21371913443,7.20082159448064e-12,"NM_001258449","PKD2L2","+",0,"NM_006790","MYOT","+",-2248
"chr7",80941893,80943085,80942180,37,34,8,3.33066907387547e-16,0.000595128432183789,3.62616049386346e-05,3626.16049386346,2.5308936511044e-05,2530.8936511044,1095.26684275906,7.20082159448064e-12,"NM_001350120","SEMA3C","-",-19515,"NM_001350121","SEMA3C","-",-22543
"chr9",131356695,131357581,131356921,35,17,4,3.33066907387547e-16,0.00720042432949597,3.43015181851949e-05,3430.15181851949,1.2654468255522e-05,1265.4468255522,2164.70499296729,7.20082159448064e-12,"NM_032728","PLPP7","+",-47434,"NM_013318","PRRC2B","+",72509
"chr17",64073977,64075214,64074872,38,9,10,4.44089209850063e-16,2.84877321732324e-09,3.72416483153544e-05,3724.16483153544,6.69942437057047e-06,669.942437057047,3054.2223944784,9.47392863203192e-12,"NM_001433","ERN1","-",0,"NM_001099786","ICAM2","-",-53344
"chr6",42224189,42225296,42224794,37,20,13,4.44089209850063e-16,0.000279585030581009,3.62616049386346e-05,3626.16049386346,1.48876097123788e-05,1488.76097123788,2137.39952262558,9.47392863203192e-12,"NM_033502","TRERF1","-",0,"NM_018141","MRPS10","-",-6295
"chr2",163856143,163857397,163857125,37,13,13,5.55111512312578e-16,1.9576862353432e-10,3.62616049386346e-05,3626.16049386346,9.67694631304624e-06,967.694631304624,2658.46586255883,1.16117144759482e-11,"NM_001321825","FIGN","-",-120137,"NM_001303422","GRB14","-",635009
"chr20",57108477,57109353,57108913.5,36,20,2,5.55111512312578e-16,0.00164115181324531,3.52815615619147e-05,3528.15615619147,1.48876097123788e-05,1488.76097123788,2039.39518495359,1.16117144759482e-11,"NM_001719","BMP7","-",59400,"NR_110631","BMP7-AS1","+",104343
"chr5",61304473,61305207,61304836,35,4,8,5.55111512312578e-16,2.87903034745796e-12,3.43015181851949e-05,3430.15181851949,2.97752194247576e-06,297.752194247576,3132.39962427191,1.16117144759482e-11,"NM_020928","ZSWIM6","+",27066,"NR_146624","LINC02057","-",-39545
"chr20",53680048,53680868,53680368,44,31,4,6.66133814775094e-16,0.000294220073925988,4.31219085756736e-05,4312.19085756736,2.30757950541872e-05,2307.57950541872,2004.61135214864,1.38441602268079e-11,"NR_134576","LOC105372672","+",-45459,"NM_006526","ZNF217","-",-96952
"chr8",85840870,85841989,85841395,37,33,8,7.7715611723761e-16,0.00701527904988331,3.62616049386346e-05,3626.16049386346,2.45645560254251e-05,2456.45560254251,1169.70489132095,1.60479848782977e-11,"NR_003594","REXO1L2P","-",-12929,"NR_003594","REXO1L2P","-",-37310
"chr18",3603197,3604621,3603707,36,25,10,8.88178419700125e-16,0.00180897796288382,3.52815615619147e-05,3528.15615619147,1.86095121404735e-05,1860.95121404735,1667.20494214412,1.78820402929603e-11,"NM_001003809","DLGAP1","-",0,"NR_024101","DLGAP1-AS1","+",-5819
"chr3",64330877,64332408,64331906,44,28,12,8.88178419700125e-16,0.000165471243700699,4.31219085756736e-05,4312.19085756736,2.08426535973304e-05,2084.26535973304,2227.92549783432,1.78820402929603e-11,"NM_198859","PRICKLE2","-",-105423,"NR_046702","PRICKLE2-AS3","+",-129318
"chr6",2863048,2864337,2863992,37,27,15,8.88178419700125e-16,0.00353135497500989,3.62616049386346e-05,3626.16049386346,2.00982731117114e-05,2009.82731117114,1616.33318269232,1.78820402929603e-11,"NR_033851","SERPINB9P1","-",0,"NR_039788","MIR4645","-",-8942
"chr8",108666094,108667504,108666986,36,19,16,8.88178419700125e-16,1.30520254829625e-05,3.52815615619147e-05,3528.15615619147,1.41432292267599e-05,1414.32292267599,2113.83323351548,1.78820402929603e-11,"NR_136411","TMEM74","-",0,"NM_153015","TMEM74","-",111472
"chr1",30345386,30346946,30345953,35,20,11,9.99200722162641e-16,9.4348883937112e-05,3.43015181851949e-05,3430.15181851949,1.48876097123788e-05,1488.76097123788,1941.39084728161,1.97470383603242e-11,"NR_110790","LINC01648","-",-307775,"NM_002379","MATN1","-",364331
"chr19",10938928,10939974,10939692,35,11,5,9.99200722162641e-16,0.000281150827508569,3.43015181851949e-05,3430.15181851949,8.18818534180835e-06,818.818534180835,2611.33328433865,1.97470383603242e-11,"NM_138358","TIMM29","+",-8689,"NM_024029","YIPF2","-",-9917
"chr2",231576760,231577219,231576986,34,15,3,9.99200722162641e-16,7.91749602624403e-06,3.3321474808475e-05,3332.1474808475,1.11657072842841e-05,1116.57072842841,2215.57675241909,1.97470383603242e-11,"NM_152614","TEX44","+",15645,"NM_006056","NMUR1","-",-46290
"chr12",75943551,75944633,75944372,36,10,10,1.11022302462516e-15,9.85946213560851e-10,3.52815615619147e-05,3528.15615619147,7.44380485618941e-06,744.380485618941,2783.77567057253,2.14156171173177e-11,"NM_007350","PHLDA1","-",80814,"NM_001330231","NAP1L1","-",100112
"chr3",150755950,150757009,150756694,36,29,8,1.11022302462516e-15,0.00961091335282105,3.52815615619147e-05,3528.15615619147,2.15870340829493e-05,2158.70340829493,1369.45274789654,2.14156171173177e-11,"NM_005067","SIAH2","-",0,"NR_121657","LOC101928105","-",-16966
"chr3",171806026,171807596,171806618,36,21,18,1.11022302462516e-15,0.000338678913685331,3.52815615619147e-05,3528.15615619147,1.56319901979978e-05,1563.19901979978,1964.9571363917,2.14156171173177e-11,"NM_001130081","PLD1","-",0,"NM_001164436","TMEM212","+",35753
"chr9",111601410,111602274,111601867,36,22,8,1.11022302462516e-15,0.000163115857011342,3.52815615619147e-05,3528.15615619147,1.63763706836167e-05,1637.63706836167,1890.5190878298,2.14156171173177e-11,"NR_034087","LRRC37A5P","-",557,"NM_001146109","PTGR1","-",-1556
"chr1",149417595,149418924,149418403,45,27,12,1.22124532708767e-15,1.0774646035383e-06,4.41019519523934e-05,4410.19519523934,2.00982731117114e-05,2009.82731117114,2400.3678840682,2.34169575264956e-11,"NM_001351365","NBPF19","+",56974,"NM_001135789","PPIAL4C","+",164899
"chr21",37268160,37268817,37268462,35,15,10,1.4432899320127e-15,4.77761383631536e-05,3.43015181851949e-05,3430.15181851949,1.11657072842841e-05,1116.57072842841,2313.58109009108,2.7349002800998e-11,"NM_001331021","DSCR3","-",-53,"NM_006052","DSCR3","-",-629
"chr8",88424766,88425957,88425556,35,16,9,1.4432899320127e-15,2.33883678721902e-05,3.43015181851949e-05,3430.15181851949,1.19100877699031e-05,1191.00877699031,2239.14304152918,2.7349002800998e-11,"NM_005941","MMP16","-",-97279,"NM_152418","DCAF4L2","-",-550699
"chr4",158804956,158806112,158805709,35,8,12,1.66533453693773e-15,1.25598043076991e-08,3.43015181851949e-05,3430.15181851949,5.95504388495153e-06,595.504388495153,2834.64743002433,3.13720005139654e-11,"NM_001346043","FNIP2","+",0,"NM_005038","PPID","-",-81557
"chr21",25573420,25574760,25574198,35,13,24,1.77635683940025e-15,6.3730517856242e-05,3.43015181851949e-05,3430.15181851949,9.67694631304624e-06,967.694631304624,2462.45718721486,3.32689121729493e-11,"NR_001458","MIR155HG","+",0,"NR_024092","LINC00515","-",8015
"chr11",63528493,63528952,63528723,34,6,4,1.88737914186277e-15,1.31349586762752e-09,3.3321474808475e-05,3332.1474808475,4.46628291371365e-06,446.628291371365,2885.51918947614,3.51438942173785e-11,"NM_004585","RARRES3","+",7849,"NM_001142536","LGALS12","+",-11720
"chr15",64521522,64522862,64522326,35,10,13,2.1094237467878e-15,1.06026312995944e-06,3.43015181851949e-05,3430.15181851949,7.44380485618941e-06,744.380485618941,2685.77133290055,3.9052731674281e-11,"NM_015042","ZNF609","+",0,"NM_016213","TRIP4","+",-66220
"chr1",207240702,207241777,207241391,34,10,5,2.22044604925031e-15,1.82970103623781e-07,3.3321474808475e-05,3332.1474808475,7.44380485618941e-06,744.380485618941,2587.76699522856,4.08732349553377e-11,"NM_001300902","CD55","+",79695,"NM_000715","C4BPA","+",-95731
"chr12",88299507,88301914,88300061,37,2,23,2.33146835171283e-15,2.55351295663786e-15,3.62616049386346e-05,3626.16049386346,1.48876097123788e-06,148.876097123788,3477.28439673967,4.24319600171938e-11,"NM_181783","TMTC3","+",-99621,"NM_025114","CEP290","-",-157292
"chr2",38461928,38463018,38462406,35,10,7,2.33146835171283e-15,1.49286584538721e-07,3.43015181851949e-05,3430.15181851949,7.44380485618941e-06,744.380485618941,2685.77133290055,4.24319600171938e-11,"NR_110259","LOC101929596","-",0,"NR_146454","LINC01883","+",-28356
"chr2",236812952,236814138,236813596,36,45,6,2.44249065417534e-15,0.00771327014276046,3.52815615619147e-05,3528.15615619147,3.34971218528524e-05,3349.71218528524,178.443970906238,4.42027962297894e-11,"NM_020311","ACKR3","+",-230602,"NR_135202","LOC93463","-",234461
"chr2",131668229,131669360,131668939,34,12,7,2.77555756156289e-15,2.38102584315669e-08,3.3321474808475e-05,3332.1474808475,8.93256582742729e-06,893.25658274273,2438.89089810477,4.99498332205594e-11,"NR_108087","LINC01087","+",-18615,"NR_033885","POTEKP","+",-41801
"chr12",56400883,56401342,56401113,34,13,4,2.88657986402541e-15,5.57242169352268e-06,3.3321474808475e-05,3332.1474808475,9.67694631304624e-06,967.694631304624,2364.45284954288,5.16592275129963e-11,"NR_138471","TIMELESS","-",15031,"NM_001638","APOF","-",-38085
"chr6",122651839,122653156,122652444,35,26,11,3.44169137633799e-15,0.000587058137484275,3.43015181851949e-05,3430.15181851949,1.93538926260925e-05,1935.38926260925,1494.76255591024,6.12533976885931e-11,"NM_001270394","PKIB","+",0,"NM_001319042","FABP7","+",96045
"chr17",60344695,60345600,60345133,48,26,12,3.5527136788005e-15,2.71015234465377e-06,4.7042082082553e-05,4704.2082082553,1.93538926260925e-05,1935.38926260925,2768.81894564605,6.28818999312888e-11,"NM_032582","USP32","-",0,"NM_181707","C17orf64","+",76904
"chr2",35297046,35298203,35297530,34,20,18,4.10782519111308e-15,0.000131344085964491,3.3321474808475e-05,3332.1474808475,1.48876097123788e-05,1488.76097123788,1843.38650960962,7.23098897092382e-11,"NR_039629","MIR548AD","+",173202,"NR_126404","LINC01320","+",-574484
"chr9",94139178,94140173,94139834,35,22,11,4.32986979603811e-15,0.000986617799834222,3.43015181851949e-05,3430.15181851949,1.63763706836167e-05,1637.63706836167,1792.51475015782,7.58043012418967e-11,"NM_177995","PTPDC1","+",-29323,"NR_029476","MIRLET7A1","+",35784
"chr4",73729823,73731023,73730559,34,11,22,4.66293670342566e-15,1.48035596558849e-07,3.3321474808475e-05,3332.1474808475,8.18818534180835e-06,818.818534180835,2513.32894666667,8.11941288977655e-11,"NM_000584","CXCL8","+",9483,"NM_002993","CXCL6","+",105533
"chr3",140247329,140248170,140247840,33,4,5,4.88498130835069e-15,1.21597398816675e-10,3.23414314317552e-05,3234.14314317552,2.97752194247576e-06,297.752194247576,2936.39094892794,8.46032013860485e-11,"NM_022131","CLSTN2","+",0,"NR_108084","CLSTN2-AS1","-",257448
"chr1",143887455,143888302,143887785,34,9,6,4.9960036108132e-15,3.14817949487178e-09,3.3321474808475e-05,3332.1474808475,6.69942437057047e-06,669.942437057047,2662.20504379046,8.56055120407672e-11,"NR_027484","FCGR1CP","+",-3723,"NM_001287385","FAM72C","-",67062
"chr11",86705662,86706446,86706147.5,34,12,6,4.9960036108132e-15,2.69721901813291e-07,3.3321474808475e-05,3332.1474808475,8.93256582742729e-06,893.25658274273,2438.89089810477,8.56055120407672e-11,"NM_001351934","ME3","-",-33027,"NM_006680","ME3","-",-33278
"chr5",86284327,86285207,86284527,33,12,8,5.10702591327572e-15,3.98382897670579e-07,3.23414314317552e-05,3234.14314317552,8.93256582742729e-06,893.25658274273,2340.88656043279,8.70448522197007e-11,"NR_003719","NBPF22P","+",0,"NM_001867","COX7C","+",332760
"chr9",105054528,105055299,105054858.5,34,8,9,6.21724893790088e-15,1.06772929386878e-08,3.3321474808475e-05,3332.1474808475,5.95504388495153e-06,595.504388495153,2736.64309235235,1.05409921726924e-10,"NM_005502","ABCA1","-",-126283,"NM_001330731","SLC44A1","+",189306
